,grade,dba_master,cuisine_description,lat,lng,grade_date
4962,A,ALIBI CLUB,American,40.68932849999999,-73.969481,2018-03-23
4963,A,THE BOX,American,40.7218846,-73.9923001,2018-03-23
4964,A,DUNKIN' DONUTS,Donuts,40.70036079999999,-73.90560079999999,2018-03-23
4965,A,STARBUCKS,Caf̩/Coffee/Tea,40.8092856,-73.94858889999998,2018-03-23
4966,Z,MOONSTRUCK EAST,American,40.7436197,-73.97931820000001,2018-03-23
4967,A,THE COMFORT DINER,American,40.752247,-73.97229399999998,2018-03-23
4968,A,SWAY LOUNGE,American,40.7261321,-74.0083683,2018-03-23
4969,A,AMORINA,Italian,40.6775445,-73.9691481,2018-03-23
4970,A,88 PALACE RESTAURANT,Chinese,40.7139708,-73.99422840000001,2018-03-23
4971,A,JOE'S PIZZERIA RESTAURANT,Pizza/Italian,40.6787243,-73.8679193,2018-03-23
4972,Z,GUY & GALLARD,American,40.7464441,-73.9802022,2018-03-23
4973,A,HAMPTON INN CHELSEA,American,40.743648799999995,-73.99303470000001,2018-03-23
4974,Z,NUSBAUM & WU,Delicatessen,40.8061198,-73.96570600000001,2018-03-23
4975,A,DUNKIN' DONUTS,Donuts,40.75419,-73.9917475,2018-03-23
4977,A,CLUB EVOLUTION,American,40.7472558,-73.8888877,2018-03-23
4978,Z,LATINO'S BAR & GRILL RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.8366155,-73.94262290000002,2018-03-23
4979,A,MADISON SQUARE,American,40.7431194,-73.98605970000001,2018-03-23
4982,A,THE ROOSEVELT HOTEL,American,40.7547904,-73.97703409999998,2018-03-23
4983,A,CUSP,Caf̩/Coffee/Tea,40.6670624,-73.9812008,2018-03-23
4984,A,SAMS FAMOUS PIZZA,Pizza,40.798309,-73.941632,2018-03-23
4985,A,G's RESTAURANT & BAR,Caribbean,40.6648618,-73.73617840000001,2018-03-23
4986,A,ELECTRIC ROOM,American,40.7423311,-74.00347909999998,2018-03-23
4989,B,PYRAMIDS HOOKAH AND BAR,American,40.763778,-73.770839,2018-03-23
4990,P,BACCARAT CLUB,"Bottled beverages, including water, sodas, juices, etc.",40.671679499999996,-73.83345200000001,2018-03-23
5018,A,NYC BAGELS & COFFEE HOUSE,Bagels/Pretzels,40.7747573,-73.91371939999998,2018-03-23
5019,A,RED STORM DINER @ ST. VINCENT'S HALL OF ST. JOHN'S UNIVERSITY,American,40.724247,-73.79458609999999,2018-03-23
5028,Z,BAGELS & BIALYS,Bagels/Pretzels,40.6081733,-73.96067180000001,2018-03-23
5029,Z,CROWN HEIGHTS BUNCH-O-BAGELS AND MORE,Jewish/Kosher,40.6660161,-73.9367858,2018-03-23
5030,A,EL PASO DEL VAQUERO TAQUERIA & BAR,Mexican,40.8712454,-73.8772949,2018-03-23
5031,A,EL COYOTE BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7444983,-73.8680431,2018-03-23
5032,A,NEW HAPPY WOK,Chinese,40.718112899999994,-73.9859252,2018-03-23
5033,A,EL PANCHO STEAK HOUSE,Steak,40.8067983,-73.92701199999998,2018-03-23
5034,A,EL NUEVO BARZOLA RESTAURANT,Spanish,40.681480799999996,-73.87136729999999,2018-03-23
5035,A,LE BASKET,American,40.7280233,-73.9948354,2018-03-23
5036,A,TAKUMI TACO,Japanese,40.741963399999996,-74.0049148,2018-03-23
5045,A,THE BISTRO,American,40.754490999999994,-73.9925985,2018-03-23
5046,A,PRESTIGE,Jewish/Kosher,40.727154799999994,-73.8646485,2018-03-23
5047,A,DULCE VIDA LATIN BISTRO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7771463,-73.95712089999998,2018-03-23
5048,A,WAHI DINER,American,40.8384902,-73.9421818,2018-03-23
5050,A,CHAR SUE,Asian,40.71959879999999,-73.9878926,2018-03-23
5051,Z,CHINA MOON,Chinese,40.7565634,-73.97776069999998,2018-03-23
5052,A,BARN JOO 35,Korean,40.7496592,-73.9858151,2018-03-23
5053,A,CHIPOTLE MEXICAN GRILL,Mexican,40.7203258,-73.8459266,2018-03-23
5054,A,876 MARKET DELI,Delicatessen,40.7478948,-73.98893670000001,2018-03-23
5055,Z,ANNEX,American,40.6865794,-73.9746086,2018-03-23
5056,P,SUMMER,Vietnamese/Cambodian/Malaysia,40.735356,-73.88091399999998,2018-03-23
5057,A,STAMINA GRILL & JUICE BAR,American,40.709791499999994,-74.0079322,2018-03-23
5059,A,GUCKENHEIMER @ TWITTER CAFE,American,40.74143,-73.99965,2018-03-23
5061,A,BIRCH COFFEE,Caf̩/Coffee/Tea,40.7435653,-73.98625729999998,2018-03-23
5062,A,ANTOJITOS MEXICANO,Spanish,40.8486561,-73.93145849999998,2018-03-23
5063,Z,CARIDAD RESTAURANT,Spanish,40.8487565,-73.932974,2018-03-23
5064,A,ET AL.,Other,40.7219542,-73.99215749999998,2018-03-23
5065,Z,HOTEL TORTUGA,Spanish,40.73225670000001,-73.9855281,2018-03-23
5066,A,KISS MY SLICE PIZZA,Pizza,40.758422700000004,-73.96260490000002,2018-03-23
5067,A,LUV STORY BAR,Spanish,40.6969208,-73.90678799999998,2018-03-23
5068,A,SUBJECT,Other,40.7214919,-73.9846328,2018-03-23
5070,A,L'EXPRESS,French,40.7381068,-73.9875849,2018-03-23
5071,A,GREGORYS COFFEE,Caf̩/Coffee/Tea,40.7484046,-73.99281309999998,2018-03-23
5072,A,3 BROS 99C PIZZA,Pizza,40.863123,-73.9012396,2018-03-23
5073,A,L'OREAL CAFE (EMPLOYEE DINING),American,40.752536600000006,-74.00109509999999,2018-03-23
5074,A,SAPOARA,American,40.796138000000006,-73.93495399999998,2018-03-23
5075,A,SWEET BROOKLYN BAR & GRILL,American,40.6779011,-73.9499469,2018-03-23
5076,A,BUFFALO WILD WINGS GRILL & BAR,Chicken,40.782174100000006,-73.8337277,2018-03-23
5077,A,BURGER KING,Sandwiches,40.8490825,-73.93425669999998,2018-03-23
5078,A,THINK COFFEE,Caf̩/Coffee/Tea,40.738087,-74.001046,2018-03-23
5079,A,Sikgaek,Other,40.762706200000004,-73.80385550000001,2018-03-23
5080,Z,ZEN,American,40.689845,-73.827269,2018-03-23
5081,A,CASA TOSCANA,Italian,40.768674299999994,-73.9833642,2018-03-23
5082,A,CINCO DE MAYO RESTAURANT,Mexican,40.6399013,-73.9668179,2018-03-23
5083,B,SBARRO,Pizza,40.8414311,-73.939836,2018-03-23
5084,A,TETSU,Japanese,40.71733629999999,-74.00529569999998,2018-03-23
5085,A,CAFECCINO,Bagels/Pretzels,40.8803106,-73.90702329999998,2018-03-23
5086,A,DUNKIN DONUTS,Donuts,40.719801200000006,-74.002104,2018-03-23
5087,A,K & J FRIED CHICKEN AND BURGER,Chicken,40.668875899999996,-73.90642799999998,2018-03-23
5088,A,CORNERSTONE CAFE,Delicatessen,40.745098799999994,-73.90382900000002,2018-03-23
5089,A,DANNEE,Thai,40.6904745,-73.9600548,2018-03-23
5091,A,GARDENIA DELI,Armenian,40.749699299999996,-73.99487109999998,2018-03-23
5092,A,1 HOTEL BROOKLYN BRIDGE,American,40.701564399999995,-73.9959131,2018-03-23
5093,A,Nargis Bar and Grill,Asian,40.6778821,-73.97921509999998,2018-03-23
5094,A,K & V BAKERY,Bakery,40.59894790000001,-73.9570715,2018-03-23
5095,A,DUNKIN' DONUTS,Donuts,40.783476,-73.8307413,2018-03-23
5096,A,MOTEL MORRIS,American,40.7410115,-73.9981147,2018-03-23
5097,A,DIG INN,American,40.7059607,-74.0067715,2018-03-23
5098,A,J & M KELLYS JAMAICAN & AMERICAN RESTAURANT,Caribbean,40.6831124,-73.78199459999998,2018-03-23
5099,A,BAGEL EXPRESS,Bagels/Pretzels,40.7498032,-73.97685870000001,2018-03-22
5100,A,Bagel Pub,American,40.672239700000006,-73.95717499999998,2018-03-22
5101,A,FISHERMAN'S COVE,Caribbean,40.633208,-73.947379,2018-03-22
5102,A,QATHRA CAFE,Caf̩/Coffee/Tea,40.6396455,-73.9673632,2018-03-22
5103,A,GREAT WALL CHINESE RESTAURANT,Chinese,40.672395200000004,-73.91089339999998,2018-03-22
5104,B,SEMSOM,Mediterranean,40.729797999999995,-73.99269040000001,2018-03-22
5106,A,THE WAYLAND,American,40.7250386,-73.9777917,2018-03-22
5108,A,CAFE PHIL,Caf̩/Coffee/Tea,40.691736299999995,-73.9597646,2018-03-22
5109,B,M&J NAVY YARD SUB SHOPPE,Sandwiches,40.6977424,-73.9729041,2018-03-22
5110,A,VIVI BUBBLE TEA,Caf̩/Coffee/Tea,40.756926,-73.82929299999998,2018-03-22
5112,A,STARBUCKS,Caf̩/Coffee/Tea,40.8657183,-73.9272257,2018-03-22
5113,A,FIRST LAMB SHABU,Chinese,40.760001,-73.82747069999998,2018-03-22
5114,A,PIO BAGEL,Bagels/Pretzels,40.6920086,-73.9864053,2018-03-22
5115,A,ISLAND GARDEN,Chinese,40.6102309,-74.06352919999998,2018-03-22
5116,A,LITTLE DUMPLING,Asian,40.770013899999995,-73.7355118,2018-03-22
5117,A,VERITABLE,American,40.7633347,-73.96264620000001,2018-03-22
5118,A,GINO'S CUCINA BRICK OVEN PIZZA,Pizza/Italian,40.67517479999999,-73.96307440000001,2018-03-22
5119,A,CONMIGO,Mexican,40.7779554,-73.94904720000001,2018-03-22
5121,A,NEW YORK CHICKEN & GRILL,American,40.88842959999999,-73.8311468,2018-03-22
5122,A,OPEN RICE CHINESE SEAFOOD RESTAURANT,Chinese,40.644192100000005,-74.000733,2018-03-22
5123,A,WILLIAM GREENBERG DESSERT,Bakery,40.764220200000004,-73.9742747,2018-03-22
5127,A,NARGILA,Jewish/Kosher,40.77500870000001,-73.9481287,2018-03-22
5128,A,JEN'S RESTAURANT,Chinese,40.838346200000004,-73.83569200000001,2018-03-22
5129,A,GOLDEN FOUNTAIN CHINESE RESTAURANT,Chinese,40.7071811,-73.8358142,2018-03-22
5130,A,J'S WONG,Chinese,40.673987200000006,-73.95666709999998,2018-03-22
5132,Z,DIM SUM VIP,Chinese,40.7161524,-73.9979012,2018-03-22
5133,A,WINGSTOP,Chicken,40.688416,-73.981977,2018-03-22
5134,A,PUBLIC ARTS,American,40.72301849999999,-73.9918792,2018-03-22
5135,A,THE MILTON,American,40.781221,-73.94895530000002,2018-03-22
5136,A,DAVID'S CAFE,French,40.7268974,-73.98435740000001,2018-03-22
5137,A,RAVAGH PERSIAN GRILL,Middle Eastern,40.7618544,-73.960619,2018-03-22
5138,A,BEST WOK CHINESE FOOD,Other,40.667277,-73.73678199999998,2018-03-22
5139,A,EL VALLE,Spanish,40.8466684,-73.9173819,2018-03-22
5140,A,I CHOPSTICKS,Asian,40.7398386,-73.7886434,2018-03-22
5141,A,THE LIVE OAK,American,40.7171044,-73.9016968,2018-03-22
5142,A,LECHONERA POLLO SABROSO DEL VALLE,Spanish,40.83716620000001,-73.88752590000001,2018-03-22
5143,A,TROPICAL COFFEE SHOP,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.66571070000001,-73.9099433,2018-03-22
5144,A,VIA MARGHERITA RESTAURANT,Italian,40.614532700000005,-74.07301120000001,2018-03-22
5145,A,Cannelle LIC,French,40.746126600000004,-73.95517749999998,2018-03-22
5146,A,DUNKIN DONUTS,Caf̩/Coffee/Tea,40.5283652,-74.23517700000002,2018-03-22
5147,A,RED LOBSTER,Seafood,40.6509157,-73.8700695,2018-03-22
5148,A,SHUYA CAFE DE RAMEN,Japanese,40.758157000000004,-73.91675599999998,2018-03-22
5149,A,HEARTLAND BAGELS 11,Caf̩/Coffee/Tea,40.551719399999996,-74.2123306,2018-03-22
5150,A,LELLA ALIMENTARI,Caf̩/Coffee/Tea,40.71512080000001,-73.94647420000001,2018-03-22
5151,B,KINGS THEATRE,American,40.6460037,-73.9573817,2018-03-22
5152,A,HUMMUS KITCHEN,Mediterranean,40.7764603,-73.95318,2018-03-22
5154,A,JR'S DINER,American,40.720543799999994,-73.9084944,2018-03-22
5155,A,WORKSHOP,American,40.77001509999999,-73.95777199999998,2018-03-22
5157,A,NEW PEARL OF CHINA,Chinese,40.84329719999999,-73.8355575,2018-03-22
5158,A,RICO'S CHICKEN POLLOS A LA BRASA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7547225,-73.8167031,2018-03-22
5159,B,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,40.867298,-73.8972605,2018-03-22
5160,Z,DAK BAKERY,Bakery,40.7174723,-73.99553780000001,2018-03-22
5161,A,DON POLLO,Peruvian,40.739999600000004,-73.923711,2018-03-22
5162,A,PIEROGI BOYS,Polish,40.690991200000006,-73.98291650000002,2018-03-22
5173,A,SWALLOW CAFE,Caf̩/Coffee/Tea,40.7180718,-73.9548138,2018-03-22
5174,A,EIGHT TURN CREPE  (DEKALB MARKET),Sandwiches,40.6909781,-73.9829156,2018-03-22
5186,A,BEST COFFEE SHOP,American,40.6407186,-73.99458419999998,2018-03-22
5187,A,EMPELLON,Mexican,40.759693299999995,-73.9745729,2018-03-22
5188,A,TABOONETTE,Middle Eastern,40.73462120000001,-73.9928051,2018-03-22
5189,A,YUAN,Chinese,40.7297339,-73.98720390000001,2018-03-22
5190,A,SABOR ANDINO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.625663,-73.99860129999998,2018-03-22
5191,A,UPPER EAST CAFE,Seafood,40.7634106,-73.96547269999998,2018-03-22
5192,A,DELI DOROJ FRIED CHICKEN AND PIZZA,Sandwiches,40.59607929999999,-73.9837605,2018-03-22
5193,A,SOFITEL NEW YORK,American,40.7558245,-73.9819546,2018-03-22
5195,A,PURE BISTRO,American,40.6804439,-73.97797469999998,2018-03-22
5196,A,GOLDEN HOUSE,Chinese,40.76505849999999,-73.9178443,2018-03-22
5197,A,CAMPANIA COAL FIRED PIZZA,Italian,40.542787,-74.16409,2018-03-22
5198,A,MOVE WITH GRADE YOGA AND JUICE BAR,"Juice, Smoothies, Fruit Salads",40.693270399999996,-73.9684209,2018-03-22
5199,A,KFC,American,40.74228660000001,-73.9077595,2018-03-22
5200,Z,BAYSDIE CHICKEN LOVERS,Chicken,40.7608472,-73.76725350000001,2018-03-22
5201,A,JOHN'S DONUT & COFFEE SHOP,American,40.6936268,-73.9660888,2018-03-22
5202,B,LASIAF TACOS & LOUNGE,Mexican,40.6122846,-73.9257981,2018-03-22
5203,A,SAMARIA PIZZA,Pizza,40.76577,-73.93076140000001,2018-03-22
5204,A,HEY HEY CANTEEN,Asian,40.687779,-73.97885099999998,2018-03-22
5207,A,TASTE OF INDIA II RESTAURANT,Indian,40.5722235,-74.11264240000001,2018-03-22
5208,A,ELITE CAFE',Jewish/Kosher,40.7258114,-73.82175759999998,2018-03-22
5209,A,BURGER KING,Hamburgers,40.613075200000004,-74.13103829999999,2018-03-22
5210,A,EMOJO BURGER,Sandwiches/Salads/Mixed Buffet,40.732299,-73.98224599999999,2018-03-22
5212,A,SAHARA EAST RESTAURANT,Soul Food,40.7294638,-73.98366870000001,2018-03-22
5213,P,NEW YONG SHENG,Chinese,40.690383600000004,-73.82523859999998,2018-03-22
5214,A,ZUM STAMMTISCH,German,40.701770200000006,-73.88111769999998,2018-03-22
5215,A,HYLAN DINER,Italian,40.5693248,-74.11149350000001,2018-03-22
5216,A,APPLEBEE'S,American,40.739214000000004,-73.786445,2018-03-22
5217,A,SPICITY,Chinese,40.6336203,-74.0051328,2018-03-22
5218,A,SHEAS EMERALD,Irish,40.872690399999996,-73.8894224,2018-03-22
5219,A,HEMLOCK,American,40.7204842,-73.9900505,2018-03-22
5220,A,PAESANO'S PIZZA,Pizza,40.6119973,-74.13264050000001,2018-03-22
5221,A,WILD GINGER VEGAN BJQ,Vegetarian,40.7188851,-73.95537159999998,2018-03-22
5223,A,TREMONT EAST DINER,American,40.840227899999995,-73.8371968,2018-03-22
5224,A,MARGHERITA PIZZERIA & CROWN FRIED CHICKEN,Chicken,40.676444599999996,-73.95005739999998,2018-03-22
5225,A,STARBUCKS,Caf̩/Coffee/Tea,40.7740372,-73.9593562,2018-03-22
5226,A,BK JANI (DEKALB MARKET),Pakistani,40.690991200000006,-73.98291650000002,2018-03-22
5237,A,REYES RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7396178,-73.91951800000001,2018-03-22
5238,A,ALOHA NYC,Hawaiian,40.7689263,-73.9128808,2018-03-22
5239,A,PAM'S BAKERY,Bakery,40.651416299999994,-73.9334678,2018-03-22
5240,A,CAFE D'AVIGNON,Delicatessen,40.6909781,-73.9829156,2018-03-22
5252,A,MCDONALD'S,Hamburgers,40.689023799999994,-73.98066899999998,2018-03-22
5255,A,SMITH FOOD EXPRESS,American,40.6908395,-73.9876969,2018-03-22
5256,A,FRANKIES 457,Italian,40.677378600000004,-73.9980733,2018-03-22
5257,A,VENIERO'S BAKERY,Bakery,40.7298455,-73.9851016,2018-03-22
5258,A,J & R PIZZA,Pizza,40.6102534,-73.9541443,2018-03-22
5259,A,THE DOUGLASS,American,40.67930870000001,-73.9814186,2018-03-22
5260,A,LA SORRENTINA RISTORANTE,Italian,40.6282937,-74.00665819999998,2018-03-22
5261,A,THE HALFWAY LINE,Irish,40.74519229999999,-73.9052402,2018-03-22
5262,A,J & M BAKERY,Bakery,40.756699299999994,-73.93026409999999,2018-03-22
5263,A,RED LION INN & SUITES,American,40.68144729999999,-73.98460809999999,2018-03-22
5264,A,SAL Y PIMIENTA,Spanish,40.7473725,-73.8843907,2018-03-22
5265,A,BROOKLYN KETTLE,Caf̩/Coffee/Tea,40.684542900000004,-73.9445813,2018-03-22
5266,A,HUNAN CHINESE RESTAURANT,Chinese,40.761342600000006,-73.93128809999999,2018-03-22
5267,A,ZA-YA RAMEN,Japanese,40.67413639999999,-73.99964159999998,2018-03-22
5268,A,DUNKIN' DONUTS,Donuts,40.878403000000006,-73.885837,2018-03-22
5269,Z,FREEKS MILL,American,40.6795158,-73.98681309999998,2018-03-22
5270,A,SUSHI JUN,Japanese,40.757332899999994,-73.96932259999998,2018-03-22
5274,A,PERIZIA KOSHER PIZZA,Pizza,40.6097219,-73.95770519999998,2018-03-22
5275,A,PENNY FARTHING RESTAURANT,American,40.73236199999999,-73.98756359999999,2018-03-22
5276,A,LITTLE FORNO,Italian,40.6357424,-74.0264892,2018-03-22
5277,A,DUNKIN' DONUTS,Donuts,40.854085600000005,-73.89122370000001,2018-03-22
5278,A,UES.,"Ice Cream, Gelato, Yogurt, Ices",40.77956029999999,-73.9508381,2018-03-22
5280,A,MCDONALD'S,Hamburgers,40.699519,-73.91046800000001,2018-03-22
5281,A,DISTRICT MOT,Asian,40.7596229,-73.91994240000001,2018-03-22
5282,Z,CHINA NO. 1 CHINESE RESTAURANT,Chinese,40.6555855,-73.91510840000001,2018-03-22
5283,A,BOUCHERIE,French,40.7371329,-73.9879502,2018-03-22
5284,A,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,40.783148700000005,-73.9531252,2018-03-22
5285,A,PANDA RESTAURANT,Chinese,40.8545533,-73.86410080000002,2018-03-22
5286,A,MANGO'S RESTAURANT & CATERING,Caribbean,40.8893929,-73.85933729999998,2018-03-22
5287,Z,PAPA JOHNS,Pizza,40.7604781,-73.906924,2018-03-22
5288,A,MEZCULEROS  MEXICAN RESTAURANT,Mexican,40.611852500000005,-74.13266689999998,2018-03-22
5289,A,FLIPPIN CHICKEN,American,40.6811454,-73.97416439999998,2018-03-22
5290,A,SAM'S BAGEL,American,40.6274646,-74.0232072,2018-03-22
5291,A,DOS TOROS TAQUERIA,Mexican,40.7545855,-73.9919386,2018-03-22
5292,Z,BALADE,Mediterranean,40.7302719,-73.9830374,2018-03-22
5293,A,ANGELINA'S RISTORANTE,Italian,40.50667139999999,-74.24608549999998,2018-03-22
5294,C,TRUE COLORS BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7475831,-73.8860776,2018-03-22
5295,A,NEW YORK FRIED CHICKEN,Chicken,40.6793181,-73.7614608,2018-03-22
5296,A,DUNKIN' DONUTS,Caf̩/Coffee/Tea,40.828323,-73.94858789999998,2018-03-22
5298,Z,GOLDEN RING,Jewish/Kosher,40.70369,-73.9603076,2018-03-22
5299,A,888 KITCHEN,Chinese,40.720652,-73.904312,2018-03-22
5300,A,EDO SUSHI TERIYAKI NOODLE,Japanese,40.7377265,-73.9912901,2018-03-22
5301,A,SEL ET POIVRE RESTAURANT,French,40.76559280000001,-73.96540590000001,2018-03-22
5302,A,JIMBOS HAMBURGER,Hamburgers,40.8641852,-73.91866790000002,2018-03-22
5303,A,TOWER CAFE (HUTCH METRO CENTER),American,40.853043400000004,-73.83887390000001,2018-03-22
5304,A,CHELSEA DELI & PIZZA,Delicatessen,40.750566,-74.00247890000001,2018-03-22
5305,A,MOMO SUSHI,Japanese,40.7050837,-73.9334563,2018-03-22
5307,A,THE WAY STATION,American,40.6767984,-73.96342,2018-03-22
5308,A,MARIA COFFEE SHOP & RESTAURANT,Spanish,40.6503357,-73.9055319,2018-03-22
5309,P,HAI SUN RESTAURANT,Chinese,40.6575693,-73.96005459999998,2018-03-22
5310,A,WOLFGANG'S STEAKHOUSE,Steak,40.757956899999996,-73.9685741,2018-03-22
5311,A,CROWN FRIED CHICKEN 308,Chicken,40.6873174,-73.94500599999998,2018-03-21
5312,A,FOOD KING,Chinese,40.63627719999999,-73.89871090000001,2018-03-21
5313,Z,NEW HONG WONG SEAFOOD RESTAURANT,Seafood,40.717777000000005,-73.995468,2018-03-21
5314,Z,EL ENCUENTRO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.750592700000006,-73.861915,2018-03-21
5315,B,CHILPANCINGO RESTAURANT,Mexican,40.87161,-73.87747379999998,2018-03-21
5316,A,RONALD PITUSA BAKERY,Bakery,40.8457545,-73.8660957,2018-03-21
5317,A,CONVENE,American,40.708226,-74.0133053,2018-03-21
5318,Z,EL DESPERTAR MARLENE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.8201741,-73.9016966,2018-03-21
5319,A,G&J'S PIZZERIA,Pizza/Italian,40.7816229,-73.946223,2018-03-21
5320,Z,FUJI SUSHI BEDFORD,Japanese,40.6827434,-73.9535933,2018-03-21
5321,A,CHAMPIGNON CAFE,American,40.78748770000001,-73.95380159999998,2018-03-21
5322,A,SCHNIPPER'S QUALITY KITCHEN,Hamburgers,40.756098,-73.99018819999998,2018-03-21
5328,A,JUNZI KITCHEN,Chinese,40.8058141,-73.96518189999998,2018-03-21
5329,A,MCDONALD'S,Hamburgers,40.5772274,-73.98183209999998,2018-03-21
5330,A,LILLY'S CRAFT AND KITCHEN,American,40.7614549,-73.99072530000001,2018-03-21
5331,B,BOKA,Korean,40.7294283,-73.9891322,2018-03-21
5332,A,RIPE,American,40.7184807,-73.9851838,2018-03-21
5333,A,AMICI BAR,Caf̩/Coffee/Tea,40.708762899999996,-73.8630678,2018-03-21
5334,A,MAISON KAYSER,Bakery,40.757095899999996,-73.9709501,2018-03-21
5335,A,BURGER KING,Hamburgers,40.8902325,-73.8194532,2018-03-21
5336,A,GREAT WALL CHINESE RESTAURANT,Chinese,40.7699115,-73.7895434,2018-03-21
5337,A,BZ GRILL,Greek,40.770750899999996,-73.9213351,2018-03-21
5338,C,PHO HOANG,Vietnamese/Cambodian/Malaysia,40.7584705,-73.82907449999998,2018-03-21
5339,A,BONCHON,Chicken,40.753859000000006,-73.9890635,2018-03-21
5340,A,MILE 17,American,40.7698209,-73.95423620000001,2018-03-21
5341,A,MCDONALD'S,American,40.5974802,-73.94172259999998,2018-03-21
5342,A,BAKE SHOP,American,40.7033285,-73.9329281,2018-03-21
5343,A,HUDSON VIEW RESTAURANT,American,40.8507014,-73.93818,2018-03-21
5344,A,BAKERIE,Jewish/Kosher,40.6720677,-73.9393231,2018-03-21
5345,A,TOWER'S CAFE,American,40.8142282,-73.94018729999998,2018-03-21
5346,A,LITTLE CAESARS,Pizza,40.6627742,-73.92064669999998,2018-03-21
5347,A,ANIL'S ROTI SHOP,Caribbean,40.688403,-73.81930600000003,2018-03-21
5348,Z,CROWN FRIED CHICKEN,Chicken,40.6750999,-73.8072059,2018-03-21
5349,A,EL REY II RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.6781463,-73.86986279999998,2018-03-21
5350,Z,LUCKY CORNAGA CHINESE RESTAURANT,Chinese,40.602778799999996,-73.74951740000002,2018-03-21
5351,Z,EL NUEVO DELICIOSO RESTAURANT,Spanish,40.8149448,-73.91774000000002,2018-03-21
5352,Z,TOFU TOFU,Korean,40.717674200000005,-73.9955598,2018-03-21
5353,A,"KFC, TACO BELL",Chicken,40.729761700000005,-73.95062349999998,2018-03-21
5354,A,THE MILL,American,40.757498999999996,-73.97126899999998,2018-03-21
5355,A,GAOMING BAKERY INC,Bakery,40.640491,-74.004713,2018-03-21
5356,A,WHITEPOINT PIZZA,Pizza/Italian,40.787044,-73.83579399999998,2018-03-21
5357,A,ELITE FOOD BAR,American,40.753299,-73.968068,2018-03-21
5358,A,VALERIO BAKERY CAFE,Bakery,40.7839182,-73.84562799999998,2018-03-21
5359,A,MCDONALD'S,Hamburgers,40.7663881,-73.93098619999998,2018-03-21
5360,A,MEMO SHISH KEBAB,Turkish,40.6103321,-73.95497089999998,2018-03-21
5361,A,LA TOULOUSAINE BOULANGERIE PATISSERIE CAFE,Bakery,40.8008758,-73.96567759999998,2018-03-21
5362,A,PATSY'S PIZZERIA RESTAURANT,Italian,40.7618859,-73.96574,2018-03-21
5363,A,CAPY,Bakery,40.6419367,-74.0139657,2018-03-21
5364,A,PARK'S SNACK,Korean,40.765365,-73.81332560000001,2018-03-21
5366,A,THE MANHATTAN AT TIMES SQUARE,Caf̩/Coffee/Tea,40.76208099999999,-73.98285340000001,2018-03-21
5367,A,TASTE OF CHINA,Chinese,40.705555100000005,-73.8967756,2018-03-21
5368,A,CITY LINE PIZZA & PASTA,Pizza,40.678901700000004,-73.8637986,2018-03-21
5369,A,THE ORIGINAL PIZZA OF AVENUE L,Pizza,40.6377776,-73.89628789999998,2018-03-21
5370,A,THE BUTCHER'S DAUGHTER,Vegetarian,40.720690600000005,-73.99459300000001,2018-03-21
5372,A,STARBUCKS,Caf̩/Coffee/Tea,40.751632,-73.9776389,2018-03-21
5374,A,KENNEDY FRIED CHICKEN,Chicken,40.831004,-73.90103049999998,2018-03-21
5375,A,STARBUCKS,Caf̩/Coffee/Tea,40.7608912,-73.76651690000001,2018-03-21
5376,A,MEERA DELI,Delicatessen,40.748266799999996,-73.94755009999999,2018-03-21
5377,A,BETTER GOURMET HEALTH KITCHEN,American,40.5922609,-74.1900386,2018-03-21
5378,A,NHA MINH,Vietnamese/Cambodian/Malaysia,40.720954,-73.938417,2018-03-21
5379,A,MUTUAL OF AMERICA,American,40.7577791,-73.9743022,2018-03-21
5382,A,GRAN CASTILLO DE JAGUA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.6769999,-73.9720476,2018-03-21
5383,A,BAGEL EXPRESS11,Bagels/Pretzels,40.7639097,-73.9615456,2018-03-21
5384,A,MADISON CAFE,American,40.814183,-73.91958199999998,2018-03-21
5385,A,BUDDY BUDDY INC,Chinese,40.758898200000004,-73.83059039999998,2018-03-21
5386,Z,ZYMI BAR & GRILL,American,40.8594314,-73.8662887,2018-03-21
5387,A,D'ANGELO'S PIZZA,Pizza,40.7182696,-73.8033305,2018-03-21
5388,A,WESTVILLE,American,40.727177000000005,-74.0077026,2018-03-21
5389,A,HUI WEI CHINESE FOOD,Chinese,40.6387959,-74.00938509999999,2018-03-21
5390,A,NORTHSIDE BAKERY,Polish,40.725339399999996,-73.94552949999998,2018-03-21
